tweet,language,sentiment,,
b'choya anang chatan kas tanan social media oy hoooooyyyy!!!\xf0\x9f\x98\x8d\xe2\x9d\xa4\xef\xb8\x8f',others,0,,
b'@EiuolDC Pag sulod uy hahah',others,0,,
"b""Am I the only one who's not interested? #GoTS8""",en,-1,,
b'@TelkomCare Cek DM min @TelkomCare',others,0,,
b'@janpaugonzales Apuch is suck. Haha',en,-1,,
b'When i realize nga last duty na nako ugma unsaon jud nako ni c maam cris ug palusot nga di ko ka duty tom. ;(',others,0,,
b'want q na uuwe',tlen,-1,,
b'@captainpurrs Self self self maganda ka matapang ka wag kang marup0k!!!',tl,1,,
b'Ngayon lang ako lumabas ng kwarto hahahaha',tl,1,,
b'Makareflect man sad ta mag kaon diri sa gmall uy https://t.co/LB3cutrAS1',tlen,-1,,
b'Gusto ko ng slides \xf0\x9f\x98\xa9',tlen,0,,
b'@nyiselrebamba_ Haahhahaa! Inom hanggang umaga! \xf0\x9f\x98\x82',tl,1,,
"b""Creepiness aside, I'm sooo getting this phone!""",en,1,,
b'nagpunta mag isa sa divisoria tao na ko hahahaha',tl,1,,
b'@LanceNaticsOFC @LanceSquadOFC @PBBabscbn @starhuntabscbn Di ka nagiisa\n\n@starhuntabscbn @PBBabscbn @LanceSquadOFC @LanceCarrTrends\n\nLANCEbutNotTheLeast',others,1,,
"b'mula noon hanggang ngayon, mula ngayon hanggang dulo\xe2\x80\x94'",tl,1,,
b'Katulgon ko mamsh',others,0,,
b'Hahahaahahaha wala lang happy lang ko hahahahahahahhahah',tlen,1,,
b'15 hours of sleep TYL for this opportunity',en,1,,
b'@just9ne GAHAHAHHAHAHA',en,1,,
b'I mean sa wed. \xe2\x98\xb9\xef\xb8\x8f',tlen,1,,
b'I fcking hate this. These weekends don\xe2\x80\x99t feel like weekends to me anymore.',en,-1,,
b'@Guiaan Oo nga eh pota',tl,0,,
"b""My feelings we're dead if only someone could revive it.\n\nIt could be ok to me.""",en,-1,,
b'gusto ko na matulog!!!!',tl,-1,,
b'Ang kati ng buong katawan ko puta',tl,-1,,
b'Rest dayyyyy \xf0\x9f\x98\x82\xf0\x9f\xa4\xa3',en,1,,
b'@Frankyoww Ikamamtay mo yan.',tl,-1,,
b'Summer na summer pero winter is here man jd kaayos tanan uy',tlen,-1,,
b'@Ironm_on Mas gusto ko sa tabi mo',tl,1,,
b'@garciajahara Accenture ayaw ako kausapin ng mga natanggap dun',tl,-1,,
b'@EldornM @PANGlNOON @trooooi Twice whomst??!!! HAHAHAHAHA may official lightstick pa kahapon. \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',tlen,1,,
b'@shskidd ayos lang nmn un basta performer hahah',tl,1,,
b'Wala pang beach or outing pero yung kulay ko hating hati na. #summerlearning',tl,-1,,
b'tangina ako nalang ba walang alam tungkol sa pineapple na yan?',tl,-1,,
"b'Buong buhay, habang buhay, para kay Kristo!'",tl,1,,
b'Completohon ko bala jersey ko 10 to 23 \xf0\x9f\x98\x82\xf0\x9f\x98\x82',tlen,1,,
b'Focus lang jud tas Review rong panahona \xf0\x9f\xa4\x93\xf0\x9f\xa4\x93\xf0\x9f\xa4\x93',tlen,1,,
b'@cezarnoeiah Yut linte\xf0\x9f\x98\x82',others,0,,
b'@khylamhaer Awaan hahahahaha',tl,1,,
b'@rawrrvhen @Guiaan Baon na baon hahaha',tl,1,,
b'@arawatgabby maytag naay slip on ana oy huhu pero bet nako ang black teh :((',others,0,,
b'yes naman wla pa tayong ligo mga dudeparechongbro',tl,1,,
b'assumera lang ako hehehehehehe',tl,1,,
"b'Nathan 2015: ""Kuya Aleeeex, when Angkong becomes sick again I wanna meet you agaiiiin""\n\nNathan 2017: ""When he comes here, I want Daddy Ahia to see you, Kuya Alex""\n\nNathan 2019: \xe2\x80\x9cAm I heavy???\xe2\x80\x9d\n\nSTILL A SWEET AND NAUGHTY BOY! \xf0\x9f\x98\x99\xf0\x9f\x91\xb6\xf0\x9f\x8f\xbc\n\n#chineseboy #adopteddaddy https://t.co/Lap8pqlHzO'",tlen,1,,
b'No. \xf0\x9f\x98\x8c\xf0\x9f\x98\x8c\n\nctto https://t.co/WIsQBlq2S4',en,-1,,
b'Najejebs nako HAHAHAHAHAHHAHA',tl,1,,
b'Yun oh! Sagot ni Van yung accommodation sa Siargao! Haha! Bday treat daw nya! Niceeeee! \xf0\x9f\x98\x8a',tlen,1,,
"b'\xf0\x9f\x98\x80\xf0\x9f\x98\x80\xf0\x9f\x98\x80\xf0\x9f\x98\x80\xf0\x9f\x98\x80\xf0\x9f\x98\x80\xf0\x9f\x98\x80\xf0\x9f\x98\x80\xf0\x9f\x98\x80\xf0\x9f\x98\x80\xf0\x9f\x98\x80\xf0\x9f\x98\x80\xf0\x9f\x98\x80\xf0\x9f\x98\x80\xf0\x9f\x98\x80\xf0\x9f\x98\x80\xf0\x9f\x98\x80\xf0\x9f\x98\x80\xf0\x9f\x98\x80\xf0\x9f\x98\x80\xf0\x9f\x98\x80\xf0\x9f\x98\x80\xf0\x9f\x98\x80\xf0\x9f\x98\x80\xf0\x9f\x98\x80\xf0\x9f\x98\x80saya ng summer q, sama sama lang sa parentz para free food q hehehehehehe'",emoji,0,,
b'@SJADE_T Puntahan natin yan',tl,0,,
"b'sasagot naman ako ""hindi ma"" \xf0\x9f\x98\x82\xf0\x9f\x98\x82'",tl,-1,,
b'@crammerforevs Hahahaha take your time Ma\xe2\x80\x99am \xf0\x9f\x98\x86',tlen,1,,
b'@joanaflor22 Thankyouuu be! Mwaaa',tlen,1,,
"b'Encoding of grades na, kinakabahan na ako huhu'",tlen,-1,,
b'\xf0\x9f\x92\xaf\xf0\x9f\x92\xaf\xf0\x9f\x92\xaf',emoji,0,,
b'NORTHHHH #GameofThrones',en,1,,
"b""I'm at Kamay Na Bato in Luna, La Union https://t.co/86GGPMl6uI""",en,0,,
"b""My parents think I'm weird kasi I like Diokno and Gutoc\n\nHELLO??? WHY DO YOU GUYS LIKE BATO?????""",tlen,-1,,
b'@AkoSiLambrent Pisti ka. Hahahaha.',tl,-1,,
b'Baket daw ang sipag ko ngayon Hahaha',tl,1,,
b'Di lahat ng nanatili ay totoo at di lahat ng nang iiwan ay manloloko \xf0\x9f\x98\x8d\xf0\x9f\x91\x8d\xf0\x9f\x8f\xbc\xf0\x9f\x91\x8f\xf0\x9f\x8f\xbe\xf0\x9f\x91\x8f\xf0\x9f\x8f\xbe\xf0\x9f\x91\x8f\xf0\x9f\x8f\xbe\xf0\x9f\x91\x8f\xf0\x9f\x8f\xbe',tl,-1,,
b'This scene...... i almost cried',en,-1,,
"b'Anong meron today? Jusko, nahihilo ako lord.'",tlen,-1,,
b'Before I save someone else I\xe2\x80\x99ve got to save myself',en,1,,
b'clingy ng dog ko qt qt lang\xf0\x9f\x92\x95',tlen,1,,
b'WHAT IS DEAD MAY NEVER DIE.',en,1,,
"b'@nephyren Hahahahha hoooy kanami sina, gayang gaya ang boses eh\xf0\x9f\x98\x82'",tl,1,,
b'Will i a be successful secretary? Abangan HAHAHAHHAHAHAHAHA POTA',tlen,1,,
b'ghoster !!!',en,-1,,
b'No. Wag ka pumasyal sa bahay. Ayoko!',tlen,-1,,
b'@kielmarkg I remember you and your batchmates doing the same thing \xe2\x9d\xa4\xef\xb8\x8f',en,0,,
b'Im craving for Halo Halo and Leche Flan.. Ughhhh',en,1,,
b'@luxureya hindi naman ikaw',tl,-1,,
b'Oras mo lang pinagdadamot mo pa:(',tl,-1,,
b'Himos nata kay tulog na ang bata',tl,0,,
"b'magiimpake nanaman ulit ako ng gamit, aughhh...'",tl,-1,,
b'I had a great time at #ManganTaku2019...\n.\n.\n.\n.\n.\n.\n.\n#Mangantaku #BaguioCity #Baguio #BaguioEvents #FoodFestival #ItsMoreFuninthePhilippines #FoodBlog #FoodBlogger @ Burnham Park https://t.co/PuxfoOO0z4',en,1,,
b'@Queenjirehjoy Naa ko pic isend nako diri? HAHAHAHA',others ,1,,
b'@Dennynaks HAHAHHAHAHAHHA',en,1,,
b'gusto ko maging swimmer ahhh ://',tlen,-1,,
b'Pico De Loro (04/13/19) https://t.co/IXV5XJeg5v',en,0,,
b'konti nalang wag mong hintayin bahala kana talaga sa buhay mo',tl,-1,,
b'I was actually quite appalled earlier \xe2\x80\x98cause I\xe2\x80\x99m not expecting in return earlier nor have I remembered about it. \xf0\x9f\xa4\xa7\xf0\x9f\xa4\xa7\xf0\x9f\x98\x87\xf0\x9f\xa5\xb0\xf0\x9f\xa5\xb0',en,1,,
b'@ajaygals \xf0\x9f\x98\xb1 Sige by. Ikaw na \xf0\x9f\x98\xb3',tl,-1,,
b'nasusuka ako \xf0\x9f\x98\xa2',tl,-1,,
b'Galing MagBisaya ni 02\n#ALDENonEBxBULAWAN',tl,1,,
"b'@ajpalete Hahaha, namirata na ko sa fb para wala na ko pake sa spoilers'",tlen,-1,,
b'@xtian_odinson @TerrenceEdwards @jdramos_29 Me too... too painful to watch',en,-1,,
b'@mxthing_ Tapos na?',tl,0,,
b'HAHAHA. Kaloka chaka \xf0\x9f\xa4\xa3 thank you francine \xe2\x9d\xa4\xef\xb8\x8f love you \xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f',tlen,1,,
"b'Pak Jokowi disambut dengan terhomat kalau yg sono ""mungkin"" di sambit \xf0\x9f\x98\x82\nYuk... #NyoblosDuluLiburanKemudian https://t.co/uV2SI5Y632'",others,0,,
b'Yoongi cute gifs (for fun)\n\xe2\x80\x94\xe2\x80\x94-thread',en,1,,
b'Piste oy feel nako mohilak ko unya intro pa gani sa #GameofThrones',others,0,,
b'All I want to do this Holy Week is to cry my heart out! \xf0\x9f\x98\xad\xe2\x9d\xa4\xef\xb8\x8f',en,-1,,
"b'liptint, 250. \xf0\x9f\x98\x92\xf0\x9f\x98\x82'",others,0,,
b'Magwave muna ako?',tlen,0,,
b'I saw your face in a crowded place.',en,-1,,
b'@treshemeh @john_pasquin send link po hahaha jk',tlen,1,,
b'@CrstlKyra Thankyouuu kyrables.\xe2\x9d\xa4 I miss you too:))',tlen,1,,
b'@BhemRvr lungkot ng tweet mo eh',tlen,-1,,
"b'I have this ""thing"" for a while now. Late at night during my day offs, I wake up just to eat a spoonful of sugar. (Washed, brown) for no particular reason at exactly!!!!! 2:17am lagi!!!! Idk ano meron!!!! \xf0\x9f\xa4\x94'",tlen,1,,
b'my highlight looks even more poppin 14 hours later from application',en,1,,
b'Bakit ba ako napunta rito? Na-miss ko tuloy sina Brent at Eds gRrRrrR &gt;&gt;:((',tlen,1,,
b'Mario Maurer &gt;&gt;&gt;&gt; Alden Richards\n\nYOUR THE REAL QUEEN \nMs. @kakaibautista \xf0\x9f\x91\x91\n\n\xf0\x9f\x98\x82\xf0\x9f\x98\x82 #ALDENonEBxBULAWAN',en,1,,
b'Asdfghjkl BDO \xf0\x9f\xa4\xa6\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f\xf0\x9f\xa4\xa6\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f\xf0\x9f\xa4\xa6\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f\xf0\x9f\xa4\xa6\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f',others,0,,
b'@peachyyyyelle HAHAHA BASTA INIGNORE MESSAGES KON HE\xe2\x80\x99S CANCELDTTTT',tlen,1,,
b'I S L A N D GIRL \xf0\x9f\x98\x82\nS U M M E R STARTS H E R E \xf0\x9f\xa7\x9a\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f https://t.co/rlo7FK3CqX',en,1,,
b'anong meron sa pinya?\xc2\xbf\xc2\xbf\xc2\xbf',tl,-1,,
b'ANG TRASH NUNG MGA NAG SSTORY NG SNIPPETS NG GOT MGA BULOK!!!!!!!',tlen,-1,,
b'*My middle finger is waiving at you',en,-1,,
b'tamang pantal pantal lang dahil sa init \xf0\x9f\x98\xa4',tl,-1,,
"b'@gibe_jesriel sus, mang iiwan din yan e'",tl,-1,,
b'no pictures from last night tho :/',en,-1,,
b'inip na inip na ko dito mag-isa grr',tl,-1,,
b'2 babies hahahahaha yeyyyy \xf0\x9f\x92\x95 https://t.co/eZT4Ql1xuj',en,1,,
b'@_natess https://t.co/QYwDetvq3N',others,0,,
b'ma mahaw na! kaon na hahahaha\n\nnalingaw ko!\n\n#ALDENonEBxBULAWAN',others,0,,
b'https://t.co/BNvVw3jCmK',others,0,,
b'Daghan pag buhatunon pero kuya kaayo sok',others ,0,,
"b""This pic posses so much power i can't...""",en,1,,
b'Gondddooooo',tl,1,,
b'tagal na kitang mutual pero deins pa tayo nakakahang so hang soon!! i often see u around katips pala ez ka lang ssob heheh God bless',tlen,1,,
b'@iamyuan1988 pa ride sayo hahahahah',tlen,1,,
b'Balik sakit uli haysss\xe2\x98\xb9\xef\xb8\x8f',tl,-1,,
b'Pero thankful ako sa mga tropa ko HAHAHAHA sila nagsusuply sakin ng phone na pinaglumaan \xf0\x9f\x98\x8b',tlen,1,,
b'i$aAnGh D4lag@nG PiL!pi\xc5\x88@ \xc2\xa5\xe2\x82\xac4H!!! \n\n@michellemae01 HAHAHAHAA https://t.co/KkuIbx6cSq',tl,1,,
b'@casanovachix hello 39 nalang waistline ko \xf0\x9f\x98\xa1',tlen,1,,
b'Available for download na EP01. HINDE. KAYA KO MAGHINTAY HANGGANG MATAPOS BUONG SEASON. KAYA KO. https://t.co/DnHdHw5lv0',tlen,1,,
b'@Aivanology Wala rin namang nasimulan.',tl,-1,,
b'Eheheheehehehehehheheehhe gv gv gv \xf0\x9f\xa4\xa9\xf0\x9f\xa4\xa9\xf0\x9f\xa4\xa9\xf0\x9f\xa4\xa9\xf0\x9f\xa4\xa9\xf0\x9f\xa4\xa9',en,1,,
b'\xe3\x82\xa2\xe3\x83\xb3\xe3\x83\x98\xe3\x83\xac\xe3\x82\xb9\xe5\x91\xa8\xe8\xbe\xba\xe3\x81\xae\xe3\x82\xb4\xe3\x83\xab\xe3\x83\x95\xe5\xa0\xb4\xe3\x81\xab1\xe4\xba\xba\xe3\x81\xa7\xe3\x82\xb3\xe3\x83\xbc\xe3\x82\xb9\xe3\x82\x92\xe5\x9b\x9e\xe3\x82\x8b\xe3\x81\xae\xe3\x81\x8c\xe7\xa9\xba\xe3\x81\x84\xe3\x81\xa6\xe3\x82\x8b\xe3\x81\x97\xe3\x81\x8a\xe5\x8b\xa7\xe3\x82\x81\xe3\x82\x89\xe3\x81\x97\xe3\x81\x84\xe3\x80\x82\xe3\x82\xab\xe3\x83\xbc\xe3\x83\x88\xe3\x82\x92\xe8\xbf\xbd\xe5\x8a\xa0\xe3\x81\x99\xe3\x82\x8c\xe3\x81\xb0\xe3\x82\xad\xe3\x83\xa3\xe3\x83\x87\xe3\x82\xa3\xe3\x81\xa8\xe3\x81\xae4\xe6\x99\x82\xe9\x96\x93\xe3\x83\x89\xe3\x83\xa9\xe3\x82\xa4\xe3\x83\x96\xe3\x83\x87\xe3\x83\xbc\xe3\x83\x88\xe3\x81\xbf\xe3\x81\x9f\xe3\x81\x84\xe3\x81\xaa\xe6\x84\x9f\xe3\x81\x98\xe3\x81\xab\xe3\x81\xaa\xe3\x82\x8b\xe3\x81\xa8\xe3\x81\xae\xe3\x81\x93\xe3\x81\xa8\xe3\x80\x82\xe9\x80\x86\xe3\x81\xab\xe8\x87\xaa\xe5\x88\x86\xe3\x81\xae\xe5\xa0\xb4\xe5\x90\x88\xe3\x81\xa7\xe8\xa8\x80\xe3\x81\x88\xe3\x81\xb04\xe6\x99\x82\xe9\x96\x93\xe8\x8b\xb1\xe8\xaa\x9e\xe3\x81\xae\xe5\x8b\x89\xe5\xbc\xb7\xe3\x81\xab\xe3\x81\xaa\xe3\x82\x8b\xe3\x81\x98\xe3\x82\x83\xe3\x82\x93\xe3\x80\x82\xe3\x81\xa1\xe3\x82\x87\xe3\x81\xa3\xe3\x81\xa8\xe3\x81\x93\xe3\x82\x8c\xe3\x81\xaf\xe3\x82\xa2\xe3\x83\xaa\xe3\x81\xaa\xe3\x81\xae\xe3\x81\x8b\xe3\x82\x82\xe3\x80\x82',emoji,0,,
"b'@judytums Ako sad, lamian sad kos akong gi angkon nga uyab \xe2\x99\xa5\xf0\x9f\x98\x8d'",others,-1,,
b'Sir Ralph knows \xf0\x9f\x98\x89\xf0\x9f\x98\x8e',en,0,,
b'@Alterdrewcpa umpisahan mo kasi paps season 8 na yan ee',tlen,1,,
b'@ferlee47 @pitopitocura7 HAHAHAHAHAHAHAHA GAGO\xf0\x9f\x98\x82',en,1,,
b'SHAZAMing! \xf0\x9f\x8e\xa5',en,1,,
"b'GOT s8e1 reunions:\n\nGod Tier: Jaime/Bran, Arya/Hound, Arya/Jon\nHigh Tier: Jon/Bran, Jon/Sam, Sansa/Tyrion\nMid Tier: Yara/Theon, Sam/Jorah\nLow Tier: Arya/Gendry\n#GameOfThrones8 #gotseason8 #reunions'",en,1,,
b'Tagal ng sabaw sa inasal aba.natapos ka na kumain bago pa lang binigay\xf0\x9f\x98\x82',tl,-1,,
b'@piaaaang_ Thank youuuu',en,1,,
"b""Relax Refresh Revive.\n\xf0\x9f\xa7\x98\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f @ Luljetta's Hanging Gardens Spa https://t.co/K2JrN0lOJj""",en,1,,
"b'grrRr, gusto ko tuloy ng ka-cuddle arat cuddleee :(('",tlen,1,,
b'\xf0\x9f\x98\x8a\xf0\x9f\x98\x8a',emoji,1,,
b'panandaliaaaaaan',tl,-1,,
b'ako lang ba yung nahurt nung nambabae si jed huhuhu \xf0\x9f\x98\xad',tl,-1,,
b'@IraDominicOL kaya pala ang cold mo sa kanya :(',tlen,-1,,
b'@chiquimei Try ko tom thankie chiqs. \xf0\x9f\x98\xa9',tlen,1,,
b'ang arte ko shet di naman ako jowa lol',tlen,-1,,
b'Mas masarap talaga gulay kesa karne pag nasa barrio ka. Like hello sis! Ang yummy ng adobong utong! \xf0\x9f\xa4\xa4',tlen,1,,
b'Congrats \xf0\x9f\x91\xae! \xe2\x9d\xa4\xef\xb8\x8f https://t.co/txmYoiKBZg',en,1,,
b'Wala nga lang sa tamang oras.',tl,-1,,
b'https://t.co/U42a8Tcc24',others,1,,
"b""i've got to move on and be who I am""",en,1,,
b'Jgh again',en,1,,
"b'""ako lang ba di nanunood ng game of thrones""\n\nyes brenda and you\'re missing out on a LOT of things by being salty about it'",tlen,1,,
b'@KhryssML19 calculus 2 naka ?',tlen,-1,,
b'@edmarangelesss @cntvrgs Libog mo toy @Udoys2',tl,-1,,
b'WE ALL COMMIT TO LOVE THAT MAKES U CRYY OH OHHHHH',en,-1,,
b'plssss! Ayoko ng sumabit huhuhu! Gusto ko pasado\xf0\x9f\x99\x8f',tlen,-1,,
b'@jenniferhearttt hiiii \xf0\x9f\x98\x8a see who misses each other? \xf0\x9f\x98\x8c https://t.co/giEyskr2WT',en,1,,
b'Paking init!!!!',tlen,1,,
b'HAHAHAHAHA!!!!!',en,1,,
"b'Parang tinatamad ako mag biyahe dafukkkk, kainiiiit \xf0\x9f\x99\x84'",tlen,1,,
b'Hayyyy!!! Grrabe gusto ko na matulog!',tl,-1,,
b'Innocent \xf0\x9f\x98\x82',en,0,,
"b'@ReyesShack You can be love here without showing your body, unless you wanted lust.'",tlen,0,,
b'tiis lang euman anay kara ron.',others,0,,
b'hi ate idk u that much but i hope we can be friends kasi u seem rlly nice!!',tlen,1,,
b'bruh really liked his own garbage ass tweet LMAAOOO https://t.co/MKyXTt53Hq',en,1,,
b'My 4 year old niece tried VR for the first time. https://t.co/RmwEOaH1jl',en,1,,
"b""@vilefortacer Let's fix this.""",en,1,,
b'https://t.co/BqY1bllvRp',others,0,,
"b'@Gillmprs Birth month, or this month maybe we can'",en,1,,
b'@iamgernsss Is beri japan uy. Si Welatd pinaka tangkad pero laban lang jud sa depensa!',others,0,,
b'@katleyanxx grabe hindi ko kaya \xf0\x9f\x98\xad\xf0\x9f\x92\x9b',tl,-1,,
b'@ferlee47 @pitopitocura7 San ba kayo? Hahahahahahahaha',tl,0,,
b'Gadawat nakog advance gifts',tlen,0,,
b'HAHAHA',en,1,,
b'Bakit kaya walang @TV5manila sa @ABSCBN TV Plus? \xf0\x9f\x98\x9e',tl,-1,,
b'hello phone cases nata ani',others,0,,
b'Nakita ko si kim sa rob hahahah',tl,1,,
"b'Kung gusto niyo din ng ganitong experience, apply na!! QUANTRICS NAGA!!!'",tl,1,,
b'Thank you Lord!!! Hahahahahahhahahaha pampawala stress awps \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',tlen,1,,
b'ff to 5pm \xf0\x9f\x98\x8c',en,-1,,
b'Ang iniiiiiiit \xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5',tl,-1,,
b'Ano nakakaen ng mga tao ngayon? Hahahhahahahahha',tl,-1,,
b'nababadtrip ako tara yosiii!!',tl,-1,,
b'@warywargarette P O W E R \xf0\x9f\x92\xaa\xf0\x9f\x92\xaa',en,1,,
b'makasuluka ewwwww',tl,-1,,
b'Lagi talaga pag birthday ko sobrang kulimlim yung langit tas uulan \xf0\x9f\x98\xb2',tl,-1,,
b'Pohhhtaaa waiiittttt',tlen,-1,,
b'Karun ra nako naapreciate c jisso kagandaaa nya pala \xf0\x9f\x98\x8d',others,0,,
b'@Karliling777 Last year as in November hahaha',en,0,,
"b'\xe2\x80\x9cIf the others heard me talking out loud they would think that I am crazy. But since I am not, I do not care.\xe2\x80\x9d\nErnest Hemingway, The Old Man and the Sea\n\nMakoy\n#ALDENonEBxBULAWAN'",en,-1,,
"b'@drei_macapia Lugar na insan, di na pwede yun \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'",tl,-1,,
b'@Pangeeeeeeeettt \xf0\x9f\x92\x94\xf0\x9f\x98\x82\xf0\x9f\x98\x85',tl,-1,,
b'https://t.co/Ie2YTzJulA',others,0,,
b'@MurtadhaOne Ini mah nyinggung gue \xf0\x9f\x98\x91\n#NyoblosDuluLiburanKemudian',others,0,,
b'Uhhhhhhhh \xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f',en,-1,,
b'Kawatan kaayo suha hahaha',others,0,,
b'@mrykrsrc sobrang late nalaman \xf0\x9f\xa4\xa3',tlen,-1,,
b'Ay tubolllllll katulugon nasad ko',tl,-1,,
b'But we shared a moment that will last till the end',en,-1,,
b'puro kayo jenlisa i hab my jisoo here',en,0,,
b'ANG DAMING SPOILER SA GAME OF THRONES!!!!!!!!',tlen,-1,,
b'no special class na \xf0\x9f\x98\x86',tlen,1,,
b'Faaaave \xe2\x9c\xa8',en,1,,
"b'\xf0\x9f\x93\x8dLake Apo, Bukidnon https://t.co/SePYgfmpGo'",en,0,,
"b'bat ganon? andami nilang nailalagay sa resume nila, ako parang isang page lang, di pa puno? \xf0\x9f\x98\x82'",tlen,-1,,
b'hapit na gyud ang Ampayon yaaay',others ,0,,
"b""I'll make you regret na pinili mo pa na maging kaibigan ako.""",tlen,-1,,
"b'Diko alam kung ano ibigsabihin ng mga yun, pero sana mag ingat ka palagi, lam mo naman na labbbb kita....'",tlen,-1,,
"b'@noringottttt Ehem, ako rin nga eh kahapon pa. Hahaha skl.'",tl,-1,,
b'My God kami na nextttttt',tlen,-1,,
b'4U acoustic \xe2\x80\xa2 Blackbear \xe2\x8f\xaf\xe2\x9d\xa4\xef\xb8\x8f',en,0,,
b'Yoko na ingay ko sa facebook \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',tl,0,,
b'@dealwithIZZAH Hihi. Shhhh!!!',en,1,,
b'Yabang. Akala mo original ang kopya ng GOT. Lol',tlen,-1,,
b'No more temporary people please',en,-1,,
b'With my sister \xf0\x9f\x99\x84\xe2\x9d\xa4\xef\xb8\x8f https://t.co/cTbJ4LHkYx',en,1,,
b'@CamilleTapec At least may lablyf! Hahahahahaah',tlen,1,,
b'bwisit sakit ng puson koo\xf0\x9f\xa4\xa6\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f\xf0\x9f\xa4\xa6\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f',tl,-1,,
b'@unismawreen YAWA KAAYO DAI HAHAHAHAHAHA GIUNSA MANA HAAHHAHA',others,0,,
b'Jusmiyo hahahha https://t.co/YU6XInCww2',tl,-1,,
b'#\xec\xa0\x9d\xec\x8a\xa4\xed\x82\xa4\xec\x8a\xa4_22\xec\xa3\xbc\xeb\x85\x84_\xec\xb6\x95\xed\x95\x98\xed\x95\xb4 \n#SECHSKIES_22nd_Anniversary',emoji,1,,
b'@rainecenteno naunsaaaa',others,0,,
b'@eizterfretzie33 Truthhhhh huehuehue gwapa jud sila all oy',others,0,,
b'@Awussss @Rvnnpsh Magsitulog kasi kayo puro kayo inom',tl,-1,,
b'@BillyMondigo Mo yi3 HAHA',en,1,,
b'I will obey until the end. \xf0\x9f\x92\x9a',en,1,,
b'GOTTA KILL THIS LOVE B4 IT KILLS U TOO',en,1,,
b'your smile is my favorite',en,1,,
b'@nicolaskayeee Bat di nag nonotify sakin to hahah',tl,1,,
b'?\xc2\xbf https://t.co/FGIefY6USz',others,0,,
b'https://t.co/z2xMfxmAYz',others,0,,
b'nakakapunyeta nala tong babaeng to kala mo kung sino. lol',tl,-1,,
b'Adobo \xf0\x9f\x98\x8b',tl,1,,
b'Ikaw na lagi ang awesome. \xf0\x9f\x91\x8f\xf0\x9f\x8f\xbc',tlen,1,,
"b'@pterdzon Happy Birthday \xf0\x9f\x8e\x88 Enjoy your day, Take care always men! We always gotchu.\xe2\x9c\x8a\xf0\x9f\x8f\xbc\xf0\x9f\xa4\x97'",en,1,,
b'Tawagan niyo na toh pero wag raw kayo papakilala mga sis HAHAHAHAA',tlen,1,,
b'\xf0\x9f\xa4\xa7\xf0\x9f\xa4\xa7\xf0\x9f\xa4\xa7',emoji,1,,
b'TANGINA TALAGA HAHAHAHAHAHAHAHAA',tl,-1,,
b'no one could ever hurt you more than the people who created you',en,-1,,
b'goodmorning\xf0\x9f\x92\x99\xf0\x9f\x92\x93',en,1,,
b'minsan bumili ka sa mga nag titinda sa bus kahit di mo kailangan kasi sila yung nag tatrabaho para may mapang kain hindi sila nanglilimos \xe2\x98\xba',tl,1,,
b'\xf0\x9f\x93\x8dayala',others,0,,
b'@BagusDanaIrawan ambe aku msok lali \xf0\x9f\x98\x82',others,0,,
b'Problematic laych ang Perfect Date na moviez',tlen,-1,,
b'@TS7Track3 @troylorswift13 @taylornation13 Mine! https://t.co/xFhis3v7oQ',en,1,,
b'Hala ganda ka teh https://t.co/TkvIbiweTe',tl,-1,,
b'Free trial sa impyerno putanginaaa sobrang inet!!!',tlen,-1,,
"b'dis morning i watched the most gross vid ive never been encountered in my whole fucking stupid entire life, fuck that video'",en,1,,
b'Me: wala akong masuot hahahah\n\nOmg kaylangan ko na magbawas ahhahahahah https://t.co/EbfDRgdmSk',tlen,1,,
